Name,Title,Betweenness Centrality,Closeness Centrality,Clustering Coefficient,Custom Menu Item Action,Custom Menu Item Text,Description,Eigenvector Centrality,Favorites,Followed,Followers,ID,Image File,In-Degree,Joined Twitter Date (UTC),Label,Layout Order,Location,louvain,Opacity,Out-Degree,PageRank,Reciprocated Vertex Pair Ratio,Shape,Size,Time Zone,Time Zone UTC Offset (Seconds),Tooltip,Tweets,Web,X,Y
BwellGroup,BwellGroup,24.652865,0.000543,0.266666666666667,http://twitter.com/BwellGroup,Open Twitter Page for This Person,"Frmr Military: Spclz in 506 Reg D, Reg S offerings. Conservative (Not R) Opines R my own. Lead me, follow me, or get out of the way.",2.9E-05,58,1040,679,414,http://a0.twimg.com/profile_images/2544396129/image_normal.jpg,4,2/1/2012 3:49:07 PM,BwellGroup,19.8991269584971,Best Snow on Earth,1.0,99.94329127738,10,0.54749,0.2,Image,55.3003291809204,,,"BwellGroup

Heh Progs how is the #my2k campaign
working for u? Enjoy eating the
shit sandwich with us #TGDN #tcot",5783,,3015.42578125,2740.77221679688
neatknitz,neatknitz,5.997277,0.000517,0.357142857142857,http://twitter.com/neatknitz,Open Twitter Page for This Person,"#CHRISTIAN #PJNET #TCOT  http://youtu.be/llkl_gKg3rg 
 http://patriotjournalist.com/VideoChat",2E-05,33,156,244,480,http://a0.twimg.com/profile_images/2949304417/86ecc65dc8e5b38a7681bfad982f7ee6_normal.jpeg,8,10/19/2012 2:05:00 AM,neatknitz,7.79143884811973,"Bethlehem, Pa",1.0,99.9796216077772,4,0.444325,0.428571428571429,Image,27.5600593816562,Eastern Time (US & Canada),-18000,"neatknitz

RT @TheTeaParty_net: UNBELIEVABLE!:
Obama to Boehner: “We Don’t Have
a Spending Problem” http://t.co/zBGZkWta
#TeaParty #tcot #tlot #ObamaTaxHikes
#my2k",3414,,1417.8291015625,4232.21923828125
AquilineMagda,AquilineMagda,1.899129,0.000505,0.333333333333333,http://twitter.com/AquilineMagda,Open Twitter Page for This Person,"Born in Cuba. Proud American, Community Organizer for the Constitution, Southern Baptist, serious Conservative.",1.1E-05,90,191,98,516,http://a0.twimg.com/profile_images/2243436955/R6_Magda_Aguilla_normal.jpg,2,5/23/2012 12:49:32 PM,AquilineMagda,3.72770904555629,"Greenville, SC",1.0,99.9918152359105,3,0.331697,0,Image,18.2495320467308,,,"AquilineMagda

RT @TheTeaParty_net: UNBELIEVABLE!:
Obama to Boehner: “We Don’t Have
a Spending Problem” http://t.co/zBGZkWta
#TeaParty #tcot #tlot #ObamaTaxHikes
#my2k",3394,,1573.72338867188,2994.77416992188
bethanyshondark,bethanyshondark,885.982905,0.000592,0.180952380952381,http://twitter.com/bethanyshondark,Open Twitter Page for This Person,"Modern Orthodox Jew. @SethAMandel is my taller more awesome half. Social media for @Commentary. Middle name Shondark, last name Mandel.",5.7E-05,117,1357,8011,173,http://a0.twimg.com/profile_images/1613325848/veil_normal.jpg,18,10/5/2008 1:18:18 AM,bethanyshondark,223.976297591341,Cambo... uh.. DC.. uh.. NYC,1.0,99.3309372946849,8,1.053236,0.142857142857143,Image,522.867359452656,Eastern Time (US & Canada),-18000,"bethanyshondark

For a WH that prides itself on
tech, not picking up http://t.co/D0pnhUoX
was another HUGE oversight. #my2k
hashtag bought by @Heritage 2x.",65012,http://www.bethanyshondark.com,3856.29638671875,4412.4423828125
Jbroks86,Jbroks86,27.357839,0.000568,0.347222222222222,http://twitter.com/Jbroks86,Open Twitter Page for This Person,"Neocon. Zionist. Anti-UN. Sarcastic, Anglosphere admirer. US/Intl Politics. @Orioles/@nflcolts fan, baseball trivia whiz. Beatles/Sinatra fan. I stand w/Israel",3.8E-05,2247,1928,1650,405,http://a0.twimg.com/profile_images/2817162246/07d1599e6c8c9d8a58618078f1f69fba_normal.jpeg,2,8/8/2009 7:40:12 PM,Jbroks86,46.9257135221211,"Port Deposit, MD",1.0,99.8621952984933,7,0.480217,0,Image,117.221713031692,Eastern Time (US & Canada),-18000,"Jbroks86

RT @bethanyshondark: For a WH that
prides itself on tech, not picking
up http://t.co/D0pnhUoX was another
HUGE oversight. #my2k hashtag bought
by @Heritage 2x.",102478,,3867.10180664063,4672.716796875
RonaldCarbone,RonaldCarbone,0,0.000473,0,http://twitter.com/RonaldCarbone,Open Twitter Page for This Person,,5E-06,2404,121,61,659,http://a0.twimg.com/profile_images/3058296008/7cc645950a07de8db688d5f30bc54daf_normal.jpeg,2,3/11/2011 7:57:30 PM,RonaldCarbone,2.69785971202993,,1.0,99.9949054019443,2,0.326765,1,Image,15.8900148454141,,,"RonaldCarbone

RT @TheTeaParty_net: UNBELIEVABLE!:
Obama to Boehner: “We Don’t Have
a Spending Problem” http://t.co/zBGZkWta
#TeaParty #tcot #tlot #ObamaTaxHikes
#my2k",4092,,1671.13562011719,2216.76025390625
steven_ayer,steven_ayer,0,0.000473,0,http://twitter.com/steven_ayer,Open Twitter Page for This Person,Radio show dedicated to monitoring the removal of the US Dollar as the World's Reserve Currency in the years ahead:  Intro the new Global Currency,5E-06,2,940,266,660,http://a0.twimg.com/profile_images/1691738129/Global_Currency_Watch_normal.jpg,1,3/24/2011 12:47:36 AM,steven_ayer,8.40378169508135,CT/NY,1.0,99.9777842117571,2,0.326765,0,Image,28.9630155554121,Eastern Time (US & Canada),-18000,"steven_ayer

RT @TheTeaParty_net: UNBELIEVABLE!:
Obama to Boehner: “We Don’t Have
a Spending Problem” http://t.co/zBGZkWta
#TeaParty #tcot #tlot #ObamaTaxHikes
#my2k",353,http://www.voiceamerica.com/show/1938/global-currency-watch,1563.33532714844,2413.91162109375
gracels,gracels,3989.267738,0.000624,0.225,http://twitter.com/gracels,Open Twitter Page for This Person,"criminal defense lawyer, tech junkie, social liberal, political pragmatist",0.001523,7,876,2693,42,http://a0.twimg.com/profile_images/3017770633/2027eafbc038a35425b9a08a16351a6b_normal.jpeg,15,7/21/2008 10:27:16 PM,gracels,75.9563312212559,San Francisco,2.0,99.7750860235409,6,0.727449,0.1875,Image,183.734589814755,Pacific Time (US & Canada),-28800,"gracels

RT @Mozi_N: Wanna solve the debt
problem? Cut military spending.
End subsidies to Big Oil, Pharma
and Ag. End corporate welfare.
Tax the rich. #My2K",77852,http://www.gracesuarez.com,6323.384765625,5713.068359375
ojailola,ojailola,920.38205,0.000607,0.2956428762363,http://twitter.com/ojailola,Open Twitter Page for This Person,"Hi! I am a Jazz Singer, Liberal Patriot, Therapist. My CD's are on Amazon & iTunes. i'm owned by a Shih Tzu named Candy!",0.01014,7,3786,3606,168,http://a0.twimg.com/profile_images/1282368029/image_normal.jpg,72,3/20/2011 7:55:51 PM,ojailola,101.368559370163,"ojai, ca",2.0,99.6988340887073,78,2.349544,0.701149425287356,Image,241.957271025624,Pacific Time (US & Canada),-28800,"ojailola

Bingo! “@Mozi_N: Wanna solve debt
problem? Cut military spending.
End subsidies to Big Oil, Pharma
&amp; Ag. End corp welfare. Tax
rich. #My2K”",11208,,7417.77392578125,5218.2841796875
AmorVincetOmnia,AmorVincetOmnia,24.557067,0.000496,0.409090909090909,http://twitter.com/AmorVincetOmnia,Open Twitter Page for This Person,A single mama raising her kiddo & rediscovering her conservative roots thanks in large part to the tantrums commonly referred to as #WiUnion. RT ≠ Endorsement,2.2E-05,43,625,697,415,http://a0.twimg.com/profile_images/2873740184/7554b87d0b9e298c163a331172ffd3ce_normal.png,11,4/20/2009 6:41:47 PM,AmorVincetOmnia,20.4001347423748,Wisconsin,1.0,99.9417879533635,3,0.605928,0,Image,56.4482024139934,Central Time (US & Canada),-21600,"AmorVincetOmnia

See I'm a single mom supporting
her kid without a dime from the
government. I'm nowhere near top
earners yet #ObamaTaxHikes took
#my2k",14772,,3632.5869140625,2746.02294921875
Grracy,Grracy,26.943737,0.000536,0.282051282051282,http://twitter.com/Grracy,Open Twitter Page for This Person,Animal/wild horse/burro advocate. Because ALL animals have rights too.,0.001496,689,650,831,407,http://a0.twimg.com/profile_images/1188934453/88495707-33f8-4cfc-bda2-7f29f794b9d9_normal.png,8,7/8/2009 7:25:54 PM,Grracy,24.1298593556865,United States,2.0,99.9305965412412,13,0.517071,0.461538461538462,Image,64.9934809268702,Pacific Time (US & Canada),-28800,"Grracy

RT @Mozi_N: @bollbar Call yourRepresentative
http://t.co/RLzMR3YS To Pass #AmericanJobsAct,The
#InfrastructureBill,#Veteran's
JobsBill,#Farm'sBill #My2K",36460,,6375.62451171875,5596.82080078125
joshuasharf,joshuasharf,0,0.000442,0.5,http://twitter.com/joshuasharf,Open Twitter Page for This Person,"Conservative Politically, Orthodox Jewish Religiously, in Denver, but still a Redskins and Orioles fan at heart.",2E-06,12,220,396,663,http://a0.twimg.com/profile_images/1208416834/49148_537027009_4976_q_normal.jpg,1,12/4/2008 7:55:39 PM,joshuasharf,12.0221712453091,"Denver, CO",1.0,99.9669268716384,1,0.232388,0,Image,37.253211127606,Mountain Time (US & Canada),-25200,"joshuasharf

Never mind Israel, WH can't even
maintain own qualitative edge MT
@bethanyshondark: WH missing http://t.co/rdUFFD5x
was HUGE oversight #my2k",3274,http://www.jsharf.com/view,4757.90771484375,3810.31079101563
Viasmom,Viasmom,1755.322295,0.000586,0.155384615384615,http://twitter.com/Viasmom,Open Twitter Page for This Person,"When bad men combine, the good must associate; else they will fall one by one, an unpitied sacrifice in a contemptible struggle.---Edmund Burke",6.8E-05,29,2002,1510,100,http://a0.twimg.com/profile_images/3070671853/6fe9a21210a86dbf53038ac674cc3635_normal.jpeg,10,10/22/2010 1:55:24 PM,Viasmom,43.0289863141836,Chicago,1.0,99.8738878186212,21,1.275382,0.192307692307692,Image,108.293810107791,Eastern Time (US & Canada),-18000,"Viasmom

MT RT @bethanyshondark: WH missing
http://t.co/kMd7yjx2 was HUGE oversight
#my2k #hagel #debacle #tcot #p2
#topprog #forward",48407,,3606.33715820313,4771.91259765625
gitmo62,gitmo62,3211.038879,0.000669,0.216577540106952,http://twitter.com/gitmo62,Open Twitter Page for This Person,"USMC Vet 1st Recon Bn, Consitutionalist, Married 50 Yrs, Proud  of my two Air National Guard Sons, Pro-Israel, Gun Toter, Red Neck, Not PC, #NRA #PJNET #TGDN",0.000331,249,3782,3820,57,http://a0.twimg.com/profile_images/3075489981/12176f5117c332566a2a1c492381288e_normal.jpeg,29,8/30/2011 9:49:42 PM,gitmo62,107.324985245153,Native of UTAH--Living in OHIO,1.0,99.6809612365118,28,1.311393,0.617647058823529,Image,255.604208352159,Eastern Time (US & Canada),-18000,"gitmo62

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/RSvAkLNL",28826,,1811.2724609375,4819.29345703125
_Orwell,_Orwell,595.49685,0.000509,0.242424242424242,http://twitter.com/_Orwell,Open Twitter Page for This Person,"If you want a picture of the future, imagine a boot stamping on a human face — forever.",0.001395,20,2001,1447,201,http://a0.twimg.com/profile_images/286471416/1984_normal.jpg,7,11/9/2008 4:28:59 AM,_Orwell,41.2754590706117,Oceania,2.0,99.8791494526787,10,0.565819,0.25,Image,104.276253792035,Eastern Time (US & Canada),-18000,"_Orwell

RT @Mozi_N: The First Thing Adolf
Hitler Did When He Took Power Was
Destroy All of Germany's Labor
Unions. #RightToWorkForLess #tcot
#My2K #FF #P2",42277,,6875.5869140625,7860.39208984375
AdrianaHeguy,AdrianaHeguy,0,0.000436,0,http://twitter.com/AdrianaHeguy,Open Twitter Page for This Person,"Molecular biologist, genomics researcher, vegetarian, animal lover, atheist, fitness enthusiast. Oh! and mom of two college grads! Tweets are my own opinion.",0.000163,25,718,246,677,http://a0.twimg.com/profile_images/1746353860/81482d37-1bcd-4f68-b108-5071492831e1_normal.png,2,3/10/2011 5:21:15 PM,AdrianaHeguy,7.8471063796617,New York,11.0,99.9794545717754,2,0.30574,1,Image,27.6876008519977,Eastern Time (US & Canada),-18000,"AdrianaHeguy

RT @Mozi_N: Our Country Killed
Fascism in Europe, Now Our Generation
Must Kill Fascism Here at Home.
#RightToWorkForLess #RTW #SaveUSA
#tcot #My2K",2451,http://atheistuniverse.net/profile/Adriana,5827.3193359375,6615.88623046875
mad_hiddy,mad_hiddy,1304.840221,0.000554,0.263636363636364,http://twitter.com/mad_hiddy,Open Twitter Page for This Person,NSFW. Activist. Cinephile. Horror fanatic. Party Animal. Collector of stuff. BBFT Fan.  Anti-Rothschild crusader. Cyborg. OFWGKTA.,0.001319,130,1969,963,124,http://a0.twimg.com/profile_images/3032062543/30c9f0a63a8fddeff363b7c5e3000da4_normal.jpeg,6,4/1/2011 11:49:06 PM,mad_hiddy,27.8039164374562,Canada,2.0,99.9195721651207,12,0.597425,0.454545454545455,Image,73.4112179694055,Quito,-18000,"mad_hiddy

RT @Mozi_N: If you like low wages,
dangerous working conditions, and
no one to stand up 4 you, that's
a right 2 work state. #RightToWorkForLess
#My2K",26378,,7775.37109375,8269.8125
Anon_Valkyrie,Anon_Valkyrie,20.009889,0.000468,0.0833333333333333,http://twitter.com/Anon_Valkyrie,Open Twitter Page for This Person,,0.000279,169,392,361,426,http://a0.twimg.com/profile_images/3053241014/4fd70331b9b819ae2daa7e31ca572f51_normal.jpeg,4,10/9/2011 8:02:36 PM,Anon_Valkyrie,11.0479894433247,Earth,2.0,99.9698500016704,4,0.345606,0.5,Image,35.0212353966307,Central Time (US & Canada),-21600,"Anon_Valkyrie

RT @Mozi_N: "We must close union
offices, confiscate their money
&amp; put their leaders in prison."
- Adolf Hitler #RightToWorkForLess
#My2K #RTW #OWS",4317,,8691.9521484375,3953.265625
MrsDavy5807,MrsDavy5807,926.924502,0.000589,0.263157894736842,http://twitter.com/MrsDavy5807,Open Twitter Page for This Person,,0.002413,319,959,238,164,http://a0.twimg.com/profile_images/3077741290/1beed0e35460717fe42ff009002aadab_normal.jpeg,10,9/22/2012 6:05:21 PM,MrsDavy5807,7.62443625349384,,2.0,99.9801227157827,20,0.676935,0.5,Image,27.1774349706319,,,"MrsDavy5807

RT @ojailola: Bingo! “@Mozi_N:
Wanna solve debt problem? Cut military
spending. End subsidies to Big
Oil, Pharma &amp; Ag. End corp
welfare. Tax rich. #My2K”",4617,,6846.7490234375,4886.498046875
kingzion,kingzion,205.26066,0.000577,0.209090909090909,http://twitter.com/kingzion,Open Twitter Page for This Person,"A dedicated single mother of 4 awesome kids! Believes in our Constitution and the God given right to Liberty,Freedom and the Pursuit of Happiness",3.9E-05,93,1433,571,291,http://a0.twimg.com/profile_images/2975668904/2578a81bf20d08e850abb3413c2cac47_normal.jpeg,2,4/24/2009 4:13:45 AM,kingzion,16.893080255231,Mobile!,1.0,99.9523112214786,12,0.629797,0.0909090909090909,Image,48.4130897824824,Mountain Time (US & Canada),-25200,"kingzion

My2k what a joke! http://t.co/MWY9hMvN",3693,http://www.crushonthejets.com,3682.4501953125,3983.68481445313
canfax,canfax,136.968512,0.00056,0.416490486257928,http://twitter.com/canfax,Open Twitter Page for This Person,"Progressive, fiscally responsible. In favor of freedom, equality, advancement of the American Dream. GOAL is to create a more perfect Union
RT accordingly!!",0.006117,52,2003,1166,332,http://a0.twimg.com/profile_images/2991502994/9472958e126054e7db0f08212e0696c5_normal.jpeg,38,3/11/2009 2:31:51 AM,canfax,33.4541708889656,Music City USA,2.0,99.9026180109353,40,1.243909,0.727272727272727,Image,86.3566772090622,Central Time (US & Canada),-21600,"canfax

RT @Mozi_N: @JRMcGrail The Kochs,
A Nazi Past, Oil &amp; The Foundation
of The Right http://t.co/BWVshEjV
#OWS #FB #P2 #P2P Via http://t.co/iXerU938
#My2K",28160,,7458.46044921875,4428.78466796875
78andcounting,78andcounting,26.426192,0.000563,0.441558441558442,http://twitter.com/78andcounting,Open Twitter Page for This Person,"Born 1931,child,student,teacher,wife,mother,grand and gr grandmother.",0.003432,894,923,521,409,http://a0.twimg.com/profile_images/2292997215/5l04aok5auc1mk07j4mm_normal.jpeg,18,3/24/2010 11:56:34 PM,78andcounting,15.5013919666819,"Morro Bay, CA",2.0,99.9564871215243,21,0.719191,0.681818181818182,Image,45.2245530239463,Pacific Time (US & Canada),-28800,"78andcounting

RT @Mozi_N: Papantonio: Koch Bros
Driving Up Gasoline Prices! http://t.co/ftpAoLBX
#OWS #My2K",14450,,8013.29345703125,4491.99951171875
sampuzzo,sampuzzo,522.769767,0.000569,0.385885885885886,http://twitter.com/sampuzzo,Open Twitter Page for This Person,"1. Opinions expressed are mine or shit I like! 2. If you like it great, if not unfollow! 3. Don't get it, see #1.",0.004673,118,1130,980,214,http://a0.twimg.com/profile_images/3065540999/9cf67a0aa0591864f0a24b1cbc3b6b53_normal.jpeg,31,3/2/2011 12:28:01 AM,sampuzzo,28.2770904555629,"St. Charles, IL",2.0,99.9181523591051,30,1.111481,0.594594594594595,Image,74.4953204673078,Central Time (US & Canada),-21600,"sampuzzo

RT @Mozi_N: How You Can Boycott
The #Koch's; http://t.co/yEwcxKgl
Do It #POTUS #OWS #My2K",31353,,7948.51904296875,4713.53857421875
maggiemae0412,maggiemae0412,0,0.00045,1,http://twitter.com/maggiemae0412,Open Twitter Page for This Person,Can't claim any allegiance to any specific party - vote for the person - not the party.  Laid back.   Might say something just to make somebody angry.,0.000345,65,356,272,676,http://a0.twimg.com/profile_images/3057113918/9496f68f0aa2e54e81bdff57e48a251c_normal.jpeg,3,3/31/2009 12:25:15 PM,maggiemae0412,8.57078428970724,,2.0,99.9772831037516,3,0.278204,1,Image,29.3456399664365,Eastern Time (US & Canada),-18000,"maggiemae0412

RT @Mozi_N: #StandUp The GOP #Teaparty
is dragging the country #OffTheCliff”
#VoteOutGOP2014 #Obstructionists
#Seditionists #p2 #My2K",15586,,5981.50146484375,5714.03564453125
sweetbay,sweetbay,424.58701,0.000579,0.338135593220339,http://twitter.com/sweetbay,Open Twitter Page for This Person,Newstainers are neither news nor entertaining. If you need to say you're keeping them honest or you're fair and balanced you're doing it wrong.,0.007496,138,2044,2337,226,http://a0.twimg.com/profile_images/1773960332/images_normal.jpg,46,8/29/2008 8:29:32 PM,sweetbay,66.0475106067861,Tampa Bay via Kennedy Country,2.0,99.804818431866,56,1.683596,0.666666666666667,Image,161.032208093978,Eastern Time (US & Canada),-18000,"sweetbay

RT @Mozi_N: @JRMcGrail The Kochs,
A Nazi Past, Oil &amp; The Foundation
of The Right http://t.co/BWVshEjV
#OWS #FB #P2 #P2P Via http://t.co/iXerU938
#My2K",17506,,7629.23193359375,5921.5244140625
DivaTomboy,DivaTomboy,1418.933205,0.000578,0.0879120879120879,http://twitter.com/DivaTomboy,Open Twitter Page for This Person,Please read my important interview with a Native American who says we're in our 11th hour.,0.000875,420,7744,7968,112,http://a0.twimg.com/profile_images/722087090/Dianne_Twitter_normal.jpg,12,1/31/2009 6:55:37 AM,DivaTomboy,222.779445663189,Oregon,4.0,99.3345285687242,14,0.687795,0.714285714285714,Image,520.125217840315,Pacific Time (US & Canada),-28800,"DivaTomboy

RT @Mozi_N: Beware of #ALEC's Agenda
of Corporations2Silently Change
America's Laws One State at a time!VoterID-RightToWork-Limit
Injury Claims #My2K",56382,http://www.rogueattitude.com,8843.283203125,6047.39697265625
Rapete78Ruthie,Rapete78Ruthie,250.319408,0.000608,0.165441176470588,http://twitter.com/Rapete78Ruthie,Open Twitter Page for This Person,"To get into heaven, it is who you know that counts!  Jesus asked, Do you know what I have done for you?  Our Lord and Savior, Sweet Jesus :D",6.8E-05,60,1990,1163,274,http://a0.twimg.com/profile_images/2834423645/717a62e8c6a1d233a058205b20898d9e_normal.png,9,8/4/2011 5:10:52 AM,Rapete78Ruthie,33.3706695916527,,1.0,99.902868564938,18,0.804864,0.470588235294118,Image,86.16536500355,,,"Rapete78Ruthie

White House online ‘#My2K’ campaign
fails as US workers’ payroll taxes
increase http://t.co/WtmL357S",16816,,3348.47705078125,5365.80859375
